TRAIN 0: PRED: yellow | SIT: ^ sm1(x1) gr1(x1) tr1(x1) le2(x1,x2) sm1(x2) bl1(x2) st1(x2) ! | FEEDBACK: the green triangle to the left of the blue star !
VALIDATION 2500: PRED: the hexagon to the left of the medium square| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small orange star to the left of the medium square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium ellipse to the left of the medium square| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the triangle to the left of the star| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the triangle to the left of the star| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon to the left of the ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small circle to the left of the small star| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium hexagon to the right of the medium blue ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the triangle to the left of the square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium ellipse to the left of the medium circle| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small orange star to the left of the medium square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium hexagon to the left of the medium circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the triangle to the left of the square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big ellipse to the left of the big circle| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium hexagon to the right of the medium blue ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium star below the medium circle| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium ellipse to the left of the triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the circle to the right of the circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small ellipse to the left of the medium square| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small ellipse to the right of the small star| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 5100: PRED: the small hexagon to the small | SIT: ^ sm1(x1) ye1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) he1(x2) ! | FEEDBACK: the big hexagon below the ellipse !
TRAIN 5200: PRED: the medium triangle triangle above the left of the medium | SIT: ^ me1(x1) re1(x1) tr1(x1) le2(x1,x2) bi1(x2) gr1(x2) tr1(x2) ! | FEEDBACK: the medium red triangle to the left of the triangle !
TRAIN 5300: PRED: the hexagon hexagon above the left of the ellipse ellipse | SIT: ^ bi1(x1) gr1(x1) he1(x1) le2(x1,x2) sm1(x2) gr1(x2) el1(x2) ! | FEEDBACK: the green hexagon to the left of the green ellipse !
TRAIN 5400: PRED: the small star below the right of the small square | SIT: ^ sm1(x1) bl1(x1) sq1(x1) le2(x1,x2) bi1(x2) ye1(x2) st1(x2) ! | FEEDBACK: the big star to the right of the small square !
TRAIN 5500: PRED: the small to the right of the small hexagon hexagon | SIT: ^ sm1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) ye1(x2) he1(x2) ! | FEEDBACK: the hexagon to the right of the small purple hexagon !
VALIDATION 0: PRED: the big ellipse above the medium hexagon| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small circle to the right of the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small star to the right of the small square| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium star above the medium hexagon| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big ellipse to the left of the big circle| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big ellipse to the left of the big circle| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small star above the small hexagon| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big circle to the right of the big hexagon| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big square to the right of the square| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium square to the left of the medium hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big star to the right of the big hexagon| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star above the medium ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star above the small ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the medium star to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big circle above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium ellipse to the right of the star| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the small hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small ellipse to the left of the small circle| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium circle to the right of the medium purple circle| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small circle to the right of the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle above the triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small square to the right of the small purple hexagon| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium circle above the medium hexagon| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small star to the left of the small square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium ellipse above the medium square| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star to the right of the triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star to the right of the triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon above the medium ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small star to the right of the circle| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small star to the right of the small hexagon| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium ellipse above the medium hexagon| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small triangle to the left of the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium ellipse to the left of the medium circle| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small star to the left of the small square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium circle to the right of the medium purple circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small triangle to the left of the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big ellipse to the left of the big circle| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium ellipse above the medium hexagon| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small star to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium star to the right of the medium circle| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium ellipse above the triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the circle to the right of the circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small yellow ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small star above the small ellipse| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 5600: PRED: the medium red to | SIT: ^ me1(x1) re1(x1) el1(x1) le2(x1,x2) sm1(x2) re1(x2) el1(x2) ! | FEEDBACK: the medium ellipse !
TRAIN 5700: PRED: the big | SIT: ^ bi1(x1) bl1(x1) el1(x1) le2(x1,x2) bi1(x2) bl1(x2) tr1(x2) ! | FEEDBACK: the triangle to the right of the ellipse !
TRAIN 5800: PRED: the small circle to the big hexagon | SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) sm1(x2) pu1(x2) he1(x2) ! | FEEDBACK: the yellow circle above the small hexagon !
TRAIN 5900: PRED: the big triangle triangle below the right of the big triangle triangle | SIT: ^ bi1(x1) re1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) el1(x2) ! | FEEDBACK: the big blue ellipse to the right of the big red triangle !
TRAIN 6000: PRED: the big square triangle to the right of the square | SIT: ^ sm1(x1) pu1(x1) sq1(x1) le2(x1,x2) me1(x2) bl1(x2) tr1(x2) ! | FEEDBACK: the medium blue triangle to the right of the square !
VALIDATION 0: PRED: the big ellipse above the big hexagon| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small square above the small circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the big square above the big star| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium star above the big hexagon| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the star above the small hexagon| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big circle below the big hexagon| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big square above the big ellipse| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the square above the big hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle above the ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big star below the big hexagon| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star above the ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the ellipse to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the ellipse below the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the medium star below the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big circle above the ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium star above the ellipse| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the hexagon below the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small circle below the small ellipse| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium circle below the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small square above the small circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle above the big triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small square below the small hexagon| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium circle above the big hexagon| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the big star above the square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium ellipse above the square| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle below the circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star below the big triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star below the big triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon above the big ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small star below the small circle| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the big star below the small hexagon| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium ellipse above the big hexagon| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small triangle above the square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium circle below the medium ellipse| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the big star above the square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium circle below the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small triangle above the square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium ellipse above the big hexagon| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the big star below the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium star below the medium circle| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the big circle below the circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the ellipse above the big triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the small circle below the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small ellipse above the square| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the ellipse below the small star| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 6100: PRED: the medium triangle to the medium triangle | SIT: ^ me1(x1) bl1(x1) tr1(x1) ab2(x1,x2) me1(x2) ye1(x2) tr1(x2) ! | FEEDBACK: the yellow triangle below the blue triangle !
TRAIN 6200: PRED: the medium above the left of the square square | SIT: ^ me1(x1) bl1(x1) tr1(x1) le2(x1,x2) bi1(x2) gr1(x2) sq1(x2) ! | FEEDBACK: the triangle to the left of the big square !
TRAIN 6300: PRED: the big star hexagon below the right of the star star star | SIT: ^ bi1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) re1(x2) he1(x2) ! | FEEDBACK: the big red hexagon to the right of the big purple star !
TRAIN 6400: PRED: the medium to | SIT: ^ me1(x1) bl1(x1) st1(x1) ab2(x1,x2) sm1(x2) gr1(x2) sq1(x2) ! | FEEDBACK: the square !
TRAIN 6500: PRED: the triangle triangle triangle above the left of the medium | SIT: ^ me1(x1) or1(x1) tr1(x1) le2(x1,x2) bi1(x2) or1(x2) tr1(x2) ! | FEEDBACK: the medium orange triangle to the left of the triangle !
VALIDATION 0: PRED: the big ellipse to the left of the hexagon| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the square to the left of the circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small star below the small square| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small triangle to the left of the circle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the hexagon below the medium star| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big ellipse above the circle| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big ellipse above the circle| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small hexagon below the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the circle below the hexagon| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big square to the left of the medium ellipse| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the medium ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium square above the hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big ellipse to the right of the big circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big star below the hexagon| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big ellipse to the right of the big star| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse to the right of the ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small ellipse to the right of the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the circle above the small star| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big ellipse to the right of the big circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium ellipse to the right of the medium star| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
